timestamp,measured_distance_mm,measured_distance_without_drift_mm,true_distance_mm,drift_ppm,FP_power,RX_power
2025-07-04T14:44:49.892220,1469,1083,1440,-4286,-8643,-7954
2025-07-04T14:44:49.898340,1698,1400,1710,-3312,-8822,-8120
2025-07-04T14:44:50.086118,771,581,820,-2105,-8089,-8034
2025-07-04T14:44:50.092280,1436,1062,1440,-4159,-8762,-8034
2025-07-04T14:44:50.098419,1684,1390,1710,-3266,-8886,-8167
2025-07-04T14:44:50.286122,830,651,820,-1989,-8407,-8342
2025-07-04T14:44:50.292314,1445,1071,1440,-4153,-8789,-8066
2025-07-04T14:44:50.298511,1703,1404,1710,-3318,-9214,-8468
2025-07-04T14:44:50.486230,799,609,820,-2113,-8058,-8012
2025-07-04T14:44:50.492372,1490,1104,1440,-4285,-8984,-8313
2025-07-04T14:44:50.498565,1681,1395,1710,-3179,-8840,-8082
2025-07-04T14:44:50.686236,862,687,820,-1945,-8515,-8451
2025-07-04T14:44:50.692395,1478,1099,1440,-4213,-8726,-8034
2025-07-04T14:44:50.698514,1711,1418,1710,-3258,-8752,-7995
2025-07-04T14:44:50.886271,755,576,820,-1985,-8154,-8120
2025-07-04T14:44:50.892392,1463,1085,1440,-4196,-8809,-8092
2025-07-04T14:44:50.898639,1693,1404,1710,-3214,-8812,-8137
2025-07-04T14:44:51.086464,756,574,820,-2024,-8422,-8393
2025-07-04T14:44:51.092486,1463,1076,1440,-4304,-8816,-8066
2025-07-04T14:44:51.098654,1724,1428,1710,-3292,-8898,-8233
2025-07-04T14:44:51.286348,743,558,820,-2059,-8140,-8109
2025-07-04T14:44:51.292509,1456,1085,1440,-4125,-9106,-8410
2025-07-04T14:44:51.298655,1722,1425,1710,-3292,-8690,-8057
2025-07-04T14:44:51.486436,774,590,820,-2035,-8142,-8092
2025-07-04T14:44:51.492479,1435,1071,1440,-4049,-8739,-8057
2025-07-04T14:44:51.498710,1707,1428,1710,-3110,-8679,-7970
2025-07-04T14:44:51.686437,758,572,820,-2065,-8126,-8057
2025-07-04T14:44:51.692572,1482,1092,1440,-4326,-8754,-8066
2025-07-04T14:44:51.698705,1726,1439,1710,-3185,-8765,-7970
2025-07-04T14:44:51.886425,772,586,820,-2071,-8166,-8092
2025-07-04T14:44:51.892622,1506,1118,1440,-4313,-8797,-8057
2025-07-04T14:44:51.898847,1753,1461,1710,-3255,-8671,-7990
2025-07-04T14:44:52.086509,757,579,820,-1983,-8090,-8041
2025-07-04T14:44:52.092659,1480,1104,1440,-4179,-8767,-8041
2025-07-04T14:44:52.098841,1712,1416,1710,-3296,-8802,-8150
2025-07-04T14:44:52.286572,903,710,820,-2146,-8499,-8468
2025-07-04T14:44:52.292670,1523,1144,1440,-4211,-8720,-7954
2025-07-04T14:44:52.298790,1693,1407,1710,-3183,-8808,-8233
2025-07-04T14:44:52.486574,790,595,820,-2167,-8536,-8535
2025-07-04T14:44:52.492712,1489,1111,1440,-4203,-9074,-8451
2025-07-04T14:44:52.498875,1713,1421,1710,-3247,-8834,-7995
2025-07-04T14:44:52.686607,773,593,820,-2003,-8360,-8358
2025-07-04T14:44:52.692706,1468,1088,1440,-4223,-8747,-8082
2025-07-04T14:44:52.698902,1720,1432,1710,-3194,-8703,-7951
2025-07-04T14:44:52.886678,765,574,820,-2117,-8136,-8041
2025-07-04T14:44:52.892752,1452,1076,1440,-4178,-8766,-8066
2025-07-04T14:44:52.898892,1722,1425,1710,-3297,-8751,-7974
2025-07-04T14:44:53.086671,724,544,820,-2010,-8097,-8034
2025-07-04T14:44:53.092813,1466,1083,1440,-4254,-8792,-8082
2025-07-04T14:44:53.098930,1705,1423,1710,-3133,-8796,-8137
2025-07-04T14:44:53.286702,823,637,820,-2068,-8560,-8468
2025-07-04T14:44:53.292841,1446,1067,1440,-4213,-8739,-8082
2025-07-04T14:44:53.298962,1710,1423,1710,-3187,-8827,-7970
2025-07-04T14:44:53.486780,786,602,820,-2040,-8424,-8410
2025-07-04T14:44:53.492885,1467,1083,1440,-4264,-8681,-7932
2025-07-04T14:44:53.499067,1732,1435,1710,-3301,-8893,-8120
2025-07-04T14:44:53.686850,796,609,820,-2076,-8509,-8468
2025-07-04T14:44:53.692909,1465,1085,1440,-4217,-8636,-7951
2025-07-04T14:44:53.699096,1684,1400,1710,-3167,-8872,-8182
2025-07-04T14:44:53.886844,757,576,820,-2011,-8125,-8041
2025-07-04T14:44:53.892991,1474,1097,1440,-4191,-8748,-8057
2025-07-04T14:44:53.899146,1719,1437,1710,-3133,-8822,-7995
2025-07-04T14:44:54.086925,845,666,820,-2000,-8561,-8518
2025-07-04T14:44:54.093003,1464,1081,1440,-4265,-8729,-8057
2025-07-04T14:44:54.099146,1698,1411,1710,-3182,-8914,-8150
2025-07-04T14:44:54.286906,844,658,820,-2065,-8532,-8468
2025-07-04T14:44:54.292999,1482,1102,1440,-4233,-8802,-8057
2025-07-04T14:44:54.299158,1736,1451,1710,-3169,-8764,-7974
2025-07-04T14:44:54.486920,883,694,820,-2103,-8526,-8468
2025-07-04T14:44:54.493054,1470,1088,1440,-4251,-8739,-8092
2025-07-04T14:44:54.499236,1715,1423,1710,-3248,-8955,-8092
2025-07-04T14:44:54.686975,790,607,820,-2033,-8373,-8342
2025-07-04T14:44:54.693151,1451,1074,1440,-4191,-8755,-8066
2025-07-04T14:44:54.699309,1707,1418,1710,-3209,-8750,-7974
2025-07-04T14:44:54.887131,767,583,820,-2043,-8210,-8109
2025-07-04T14:44:54.893137,1468,1099,1440,-4101,-8626,-7974
2025-07-04T14:44:54.899364,1690,1400,1710,-3224,-9262,-8614
2025-07-04T14:44:55.087010,763,569,820,-2152,-8106,-8012
2025-07-04T14:44:55.093158,1519,1139,1440,-4218,-8741,-8066
2025-07-04T14:44:55.099342,1736,1446,1710,-3216,-8859,-8137
2025-07-04T14:44:55.287090,813,628,820,-2051,-8434,-8393
2025-07-04T14:44:55.293227,1496,1111,1440,-4284,-9045,-8518
2025-07-04T14:44:55.299385,1744,1454,1710,-3234,-8673,-7951
2025-07-04T14:44:55.487116,838,656,820,-2025,-8552,-8468
2025-07-04T14:44:55.493256,1485,1111,1440,-4155,-9040,-8393
2025-07-04T14:44:55.499435,1712,1411,1710,-3348,-8874,-8120
2025-07-04T14:44:55.687249,742,555,820,-2076,-8107,-8034
2025-07-04T14:44:55.693274,1485,1102,1440,-4265,-9100,-8296
2025-07-04T14:44:55.699416,1738,1451,1710,-3189,-8851,-8120
2025-07-04T14:44:55.887191,782,607,820,-1949,-8138,-8041
2025-07-04T14:44:55.893350,1452,1078,1440,-4150,-9109,-8451
2025-07-04T14:44:55.899478,1755,1454,1710,-3351,-8680,-7954
2025-07-04T14:44:56.087230,769,590,820,-1989,-8151,-8092
2025-07-04T14:44:56.093478,1469,1085,1440,-4268,-9139,-8468
2025-07-04T14:44:56.099630,1706,1411,1710,-3275,-8864,-8109
2025-07-04T14:44:56.287286,842,658,820,-2036,-8520,-8451
2025-07-04T14:44:56.293394,1457,1074,1440,-4267,-9057,-8451
2025-07-04T14:44:56.299536,1738,1456,1710,-3140,-8736,-7974
2025-07-04T14:44:56.487339,861,668,820,-2150,-8528,-8535
2025-07-04T14:44:56.493477,1455,1088,1440,-4084,-8766,-8066
2025-07-04T14:44:56.499573,1733,1437,1710,-3293,-8635,-7995
2025-07-04T14:44:56.687358,815,637,820,-1970,-8335,-8313
2025-07-04T14:44:56.693520,1496,1128,1440,-4098,-8756,-8034
2025-07-04T14:44:56.699585,1732,1442,1710,-3224,-9200,-8535
2025-07-04T14:44:56.887368,850,654,820,-2185,-8567,-8518
2025-07-04T14:44:56.893543,1489,1111,1440,-4195,-8762,-8057
2025-07-04T14:44:56.899708,1679,1400,1710,-3107,-8821,-8137
2025-07-04T14:44:57.087747,865,684,820,-2007,-8463,-8451
2025-07-04T14:44:57.093680,1494,1109,1440,-4285,-8719,-8092
2025-07-04T14:44:57.099878,1757,1465,1710,-3245,-8700,-7974
2025-07-04T14:44:57.287413,861,680,820,-2013,-8529,-8535
2025-07-04T14:44:57.293599,1497,1120,1440,-4186,-9151,-8410
2025-07-04T14:44:57.299760,1670,1388,1710,-3132,-8867,-8137
